URL,关闭时间,创建时间,创建者,序号,更新时间,标签,标签数,标题,正文长度,正文预览,状态,类型,编号,获取时间,评论数,页码
https://github.com/microsoft/vscode/issues/290202,,2026-01-25T03:08:38Z,KeithIsSleeping,82,2026-01-25T03:09:31Z,,0,chat.instructionsFilesLocations: Relative paths outside workspace are detected but not readable,1341,# Bug: Instructions configured with relative paths in `chat.instructionsFilesLocations` are visible ...,open,Issue,290202,2026-01-26T20:07:41.045897,0,1
https://github.com/microsoft/vscode/issues/290201,,2026-01-25T02:54:11Z,alunamun,83,2026-01-25T02:55:42Z,,0,Copy data from copilot chat,586,"
Type: <b>Feature Request</b>

I asked copilot to do a report on a custom file format that describes...",open,Issue,290201,2026-01-26T20:07:41.045897,1,1
https://github.com/microsoft/vscode/issues/290200,,2026-01-25T02:31:20Z,eddicorr,84,2026-01-25T02:32:44Z,"info-needed, triage-needed, new release",3,not working,1965,"
Type: <b>Bug</b>

no responde was returned

Extension version: 0.36.2
VS Code version: Code 1.108.2...",open,Issue,290200,2026-01-26T20:07:41.045897,1,1
https://github.com/microsoft/vscode/issues/290199,,2026-01-25T02:22:11Z,ferbadry,85,2026-01-25T02:23:30Z,"info-needed, triage-needed",2,crazy bot,2741,"
Type: <b>Bug</b>

“Deleting files as a reaction to feedback reflects unprofessional behavior and re...",open,Issue,290199,2026-01-26T20:07:41.045897,1,1
https://github.com/microsoft/vscode/issues/290197,,2026-01-25T02:15:37Z,ferbadry,86,2026-01-25T02:16:59Z,"info-needed, triage-needed",2,Such behavior will discourage users from engaging with your platform as a whole,3375,"
Type: <b>Bug</b>

GPT-5 mini Additionally, when this model is informed that it has made a specific ...",open,Issue,290197,2026-01-26T20:07:41.045897,1,1
https://github.com/microsoft/vscode/issues/290193,,2026-01-25T00:15:16Z,opxirfan-netizen,87,2026-01-25T06:08:14Z,"info-needed, triage-needed, new release",3,i am not need the suggesions,2011,"
Type: <b>Bug</b>

i am a begniner level to write code my handa please did ni=ot suggest anythis thi...",open,Issue,290193,2026-01-26T20:07:41.045897,2,1
https://github.com/microsoft/vscode/issues/290190,,2026-01-24T23:31:36Z,roblourens,88,2026-01-24T23:31:36Z,,0,ChatModel doesn't get the correct title for cloud sessions,540,"In the agent sessions list
<img width=""598"" height=""71"" alt=""Image"" src=""https://github.com/user-att...",open,Issue,290190,2026-01-26T20:07:41.045897,0,1
https://github.com/microsoft/vscode/issues/290187,,2026-01-24T22:50:09Z,primo4e,89,2026-01-24T22:51:21Z,new release,1,Agent stuck,2206,"
Type: <b>Bug</b>

The agent just keeps asking the same thing nmo matter my prompt and this last tim...",open,Issue,290187,2026-01-26T20:07:41.045897,0,1
https://github.com/microsoft/vscode/issues/290185,,2026-01-24T22:28:19Z,edenkiefer,90,2026-01-24T22:29:42Z,"info-needed, triage-needed",2,break,2076,"
Type: <b>Bug</b>

simple, its break

Extension version: 0.35.3
VS Code version: Code 1.107.1 (994fd...",open,Issue,290185,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290184,,2026-01-24T22:09:11Z,DhitalPrakriti,91,2026-01-24T22:10:44Z,new release,1,Github copilot,2644,"
Type: <b>Bug</b>

Even if i disable github copilot its still giving me ideas and i dont want that p...",open,Issue,290184,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290183,,2026-01-24T21:53:08Z,praeclarum,92,2026-01-24T22:07:43Z,,0,Can't select long text in Chat window,3578,"
Type: <b>Bug</b>

Since a few updates ago, you can no longer select long text in the chat window be...",open,Issue,290183,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290182,,2026-01-24T21:52:14Z,isaiahmauyon,93,2026-01-24T22:10:47Z,triage-needed,1,Can't split Editor on the new version of VS code.,4696,"
Type: <b>Performance Issue</b>

After downloading the new version of VS code, i can't split my Edit...",open,Issue,290182,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290181,,2026-01-24T21:48:20Z,tbenbrahim,94,2026-01-24T21:50:11Z,,0,Copilot Subagent does not have edit tool access when invoking agent does not have edit tool accesss,3910,"
Type: <b>Bug</b>

1. create a ""manager"" agent with no edit tool
2. create a ""developer"" agent with ...",open,Issue,290181,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290178,,2026-01-24T21:29:42Z,FredrikFolkeryd,95,2026-01-26T10:22:23Z,,0,"prompts-diagnostics-provider reports valid relative links as ""File not found"" in copilot-instructions.md",1159,"- Copilot Chat Extension Version: 0.36.2
- VS Code Version: 1.108.1
- OS Version: macOS 26.2 (arm64)...",open,Issue,290178,2026-01-26T20:07:43.660837,4,2
https://github.com/microsoft/vscode/issues/290175,,2026-01-24T20:16:46Z,raj312,96,2026-01-26T09:22:09Z,"bug, network",2,network error. Please try again later. Request id: e3b8f45f-1d25-4e31-b479-09fbfb8367c2,1954,"
Type: <b>Bug</b>

Sorry, there was a network error. Please try again later. Request id: e3b8f45f-1d...",open,Issue,290175,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290174,,2026-01-24T20:06:40Z,jeremykid,97,2026-01-24T20:08:08Z,"info-needed, triage-needed",2,Could not accept or close the inline editor,776,"
Type: <b>Bug</b>

Could not accept or close the inline editor

Extension version: 0.28.5
VS Code ve...",open,Issue,290174,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290173,,2026-01-24T19:57:40Z,ghost,98,2026-01-26T08:33:04Z,,0,VS Code Copilot Chat does not create a checkpoint on the first message,613,"
Type: <b>Bug</b>

When using VS Code Copilot Chat, a checkpoint (snapshot of the files state) is no...",open,Issue,290173,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290172,,2026-01-24T19:56:23Z,emi-dm,99,2026-01-26T09:38:49Z,chat-terminal-sandbox,1,Sandbox terminal execution error,612,"<!-- Please search existing issues to avoid creating duplicates -->
<!-- Please attach logs to help ...",open,Issue,290172,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290170,,2026-01-24T19:45:01Z,hediet,100,2026-01-26T10:42:53Z,"bug, titlebar",2,Title Toolbar seems to ignore mouse events to the right of it,142,"When I click there, the context menu doesn't close:

![Image](https://github.com/user-attachments/as...",open,Issue,290170,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290169,,2026-01-24T19:43:14Z,hediet,101,2026-01-25T18:04:16Z,"bug, papercut :drop_of_blood:, chat",3,Scrolling is broken?,89,![Image](https://github.com/user-attachments/assets/559de671-6e3b-4223-9040-304bbd65623e)...,open,Issue,290169,2026-01-26T20:07:43.660837,6,2
https://github.com/microsoft/vscode/issues/290168,,2026-01-24T19:37:25Z,hediet,102,2026-01-24T19:38:09Z,polish,1,Diff Editor is not layouted properly and leaves its container,130,"<img width=""180"" height=""152"" alt=""Image"" src=""https://github.com/user-attachments/assets/15f12f46-5...",open,Issue,290168,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290165,,2026-01-24T19:29:52Z,arjun280405,103,2026-01-24T20:11:16Z,triage-needed,1,Subscription updation issue,1069,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,290165,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290162,,2026-01-24T19:26:17Z,hediet,104,2026-01-24T20:21:16Z,papercut :drop_of_blood:,1,Cannot select command text,89,![Image](https://github.com/user-attachments/assets/cdb89769-a632-4bcb-9ea2-1e3ff9fee968)...,open,Issue,290162,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290161,,2026-01-24T19:10:51Z,plushveil,105,2026-01-24T19:17:51Z,triage-needed,1,Chat Does Not Execute MCP Tools Reliably / No Direct Tool Invocation,1366,"<img width=""1096"" height=""276"" alt=""Image"" src=""https://github.com/user-attachments/assets/cdf06d1f-...",open,Issue,290161,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290157,,2026-01-24T18:24:19Z,TylerLeonhardt,106,2026-01-24T18:51:15Z,"chat-input, chat-agent",2,Reload does not maintain agent harness choice,340,"* open window
* switch to anything other than Local (Background, Cloud, Claude)
* reload window
* 🐛 ...",open,Issue,290157,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290156,,2026-01-24T17:55:38Z,tameemashrafwork,107,2026-01-24T17:56:49Z,"info-needed, triage-needed",2,Github Issues,2281,"
Type: <b>Bug</b>

I am connected to the github but the models are not working for me, it was workin...",open,Issue,290156,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290154,,2026-01-24T17:16:51Z,bpasero,108,2026-01-24T18:43:33Z,"important, smoke-test-failure",2,Smoke test failures related to agent sessions welcome,476,"It seems the smoke test fails since https://github.com/microsoft/vscode/pull/290066 landed.

The smo...",open,Issue,290154,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290151,,2026-01-24T16:59:06Z,1127,109,2026-01-24T17:00:32Z,new release,1,know strings vs arrays,2616,"
Type: <b>Bug</b>

That's wrong - $category is a string - not an array

Extension version: 1.388.0
V...",open,Issue,290151,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290147,,2026-01-24T16:34:00Z,hima707ch,110,2026-01-24T17:09:41Z,"triage-needed, new release",2,Suggestion: Official Hindi Language Pack for Visual Studio Code UI,1139,"
Type: <b>Feature Request</b>

Hello VS Code Team,

I am writing to suggest the addition of Hindi as...",open,Issue,290147,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290146,,2026-01-24T16:33:50Z,amyssnippet,111,2026-01-26T10:09:44Z,,0,[@types/vscode] The type for lineComment in CommentRule interface is out of date,1592,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,290146,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290140,,2026-01-24T15:31:34Z,RodgeFu,112,2026-01-26T10:04:46Z,new release,1,Setting environment variable 'DEBUG' in launch.json doesn't take effect,3612,"
Type: <b>Bug</b>

1. In launch.json, set enviroment variable 'DEBUG'
2. launch debug for my vscode ...",open,Issue,290140,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290138,,2026-01-24T15:13:18Z,Tyriar,113,2026-01-24T15:13:18Z,,0,Minimap behaves strangely when scrolling past large section of code deleted in chat,230,"See how the line in the minimap turns to 1 line, moves up/down despite no lines actually being visib...",open,Issue,290138,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290137,,2026-01-24T14:26:37Z,VilleUH,114,2026-01-24T14:27:33Z,,0,"The keybinding ""Github Copilot: Toggle (Enable/Disable)"" should also hide/show inline suggestion on trigger.",601,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290137,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290136,,2026-01-24T14:22:53Z,shakil1819,115,2026-01-24T15:10:19Z,,0,"Several key shortcuts are not working inside vs code insiders - Copy , Paste , Select all on Ubuntu 22.04",3478,"
Type: <b>Bug</b>

Several key shortcuts are not working inside vs code insiders - Copy , Paste , Se...",open,Issue,290136,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290135,,2026-01-24T14:18:15Z,Camalia77,116,2026-01-26T09:32:06Z,"triage-needed, new release",2,"""Rename: Enable Preview"" settings not working",3081,"
Type: <b>Bug</b>

I turned the setting ""Rename: Enable Preview"" OFF in ""User"", ""Remote"" & ""Workspac...",open,Issue,290135,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290131,,2026-01-24T13:33:20Z,foxmsft,117,2026-01-26T06:14:26Z,triage-needed,1,Command Center is enabled in all new windows,1568,"
Type: <b>Bug</b>

Every time I start a new instance of vscode Insiders, the Command Center control ...",open,Issue,290131,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290130,,2026-01-24T13:31:40Z,AndyP2,118,2026-01-24T13:44:01Z,new release,1,it read a secret from .env file and repeated it back for all to see,2934,"
Type: <b>Bug</b>

I had an api key in a .env file. It read the file and repeated the key back in th...",open,Issue,290130,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290129,,2026-01-24T13:04:53Z,navaronbracke,119,2026-01-24T20:42:28Z,,0,The color preview / color picker displays in plain text files under certain circumstances,1935,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,290129,2026-01-26T20:07:43.660837,4,2
https://github.com/microsoft/vscode/issues/290128,,2026-01-24T12:28:23Z,bpasero,120,2026-01-24T12:28:23Z,freeze-slow-crash-leak,1,Disposable leak: ProblemReporter,1515,"```
[1291:0124/132658.230929:INFO:CONSOLE:24] ""[LEAKED DISPOSABLE] Error: CREATED via:
    at GCBase...",open,Issue,290128,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290127,,2026-01-24T12:22:31Z,anupamwtl,121,2026-01-24T12:23:46Z,new release,1,Chat took too long to get ready. Please ensure you are signed in to GitHub and that the extension GitHub.copilot-chat is installed and enabled.,2318,"
Type: <b>Bug</b>

Chat took too long to get ready. Please ensure you are signed in to GitHub and th...",open,Issue,290127,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290123,,2026-01-24T08:54:24Z,nednednerb,122,2026-01-24T08:56:02Z,,0,"Agent claims to be running commands, but nothing happens",2647,"
Type: <b>Bug</b>

On occasion, usually late at night, copilot totally breaks down and can no long r...",open,Issue,290123,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290118,,2026-01-24T07:58:52Z,ragavilingesan,123,2026-01-24T08:00:18Z,"info-needed, triage-needed, new release",3,uprade to pro doesnt reflect here,1930,"
Type: <b>Bug</b>

uprade to pro doesnt reflect here 

Extension version: 0.36.2
VS Code version: Co...",open,Issue,290118,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290117,,2026-01-24T07:53:12Z,vrajpatel2451,124,2026-01-24T08:13:50Z,triage-needed,1,Everything getting slow and freezed,2850,"
Type: <b>Bug</b>

My github not working, node operations not working, everything getting slow I do ...",open,Issue,290117,2026-01-26T20:07:43.660837,4,2
https://github.com/microsoft/vscode/issues/290116,,2026-01-24T07:47:13Z,BNL-CODER,125,2026-01-24T09:50:30Z,"info-needed, triage-needed",2,How to stop this,2208,"
Type: <b>Bug</b>

I cant understood how to stop this feature.

Extension version: 1.388.0
VS Code v...",open,Issue,290116,2026-01-26T20:07:43.660837,3,2
https://github.com/microsoft/vscode/issues/290110,,2026-01-24T07:10:31Z,terry-nederveld,126,2026-01-24T07:11:24Z,,0,feat(mcp): Implement MCPB bundle package installation support,2557,"## Summary

The `RegistryType.MCPB` is defined in the codebase for MCP bundle packages, but the inst...",open,Issue,290110,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290109,,2026-01-24T07:04:57Z,arsinclair,127,2026-01-24T07:11:29Z,"triage-needed, new release",2,Terminal Quick Suggestions popup window overflows with the text editor,1805,"
Type: <b>Bug</b>

When I start typing in my terminal, the quick suggestions popup window is more th...",open,Issue,290109,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290107,,2026-01-24T06:55:22Z,inthedark122,128,2026-01-24T06:56:41Z,"info-needed, triage-needed",2,I asked to ingore using Github but it still asking me every time,333,"
Type: <b>Bug</b>

Please restrict Github access if user ask to do it. Don't ask it again and again ...",open,Issue,290107,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290106,,2026-01-24T06:52:39Z,thicien,129,2026-01-24T06:53:52Z,"info-needed, triage-needed, new release",3,Limiting my requests,2035,"
Type: <b>Bug</b>

please you give me the trial af 30 days from today until 22 february but till now...",open,Issue,290106,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290105,,2026-01-24T06:29:04Z,rgsharma795-ai,130,2026-01-24T06:30:12Z,"info-needed, triage-needed",2,g,1719,"
Type: <b>Bug</b>

gjggggweeeeeeeeeeeeeee

Extension version: 1.388.0
VS Code version: Code 1.105.1 ...",open,Issue,290105,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290104,,2026-01-24T06:28:34Z,rgsharma795-ai,131,2026-01-24T06:30:00Z,"info-needed, triage-needed",2,eeeeeeeeeeg,1719,"
Type: <b>Bug</b>

gjggggweeeeeeeeeeeeeee

Extension version: 1.388.0
VS Code version: Code 1.105.1 ...",open,Issue,290104,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290102,,2026-01-24T06:15:20Z,nicholasmabrams,132,2026-01-24T07:11:32Z,triage-needed,1,Worker,5904,"
Type: <b>Performance Issue</b>

Worker initialization failure: EMFILE

Extension version: 0.36.2
VS...",open,Issue,290102,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290097,,2026-01-24T05:17:05Z,NityaIsCoding,133,2026-01-26T12:07:33Z,~info-needed,1,Unable to access style50 and design50,985,"Hello CS50 Team,

I am working in cs50.dev (GitHub Codespaces) and I am unable to run style50 and de...",open,Issue,290097,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290096,,2026-01-24T05:08:43Z,cswilson252,134,2026-01-24T05:11:51Z,,0,Allow --ours and --theirs options for multiple files in large merge conflicts,716,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290096,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290095,,2026-01-24T05:03:35Z,zerotrick,135,2026-01-24T05:05:10Z,"info-needed, triage-needed, new release",3,Keep making tireless errors,2129,"
Type: <b>Bug</b>

Exhausting for user to keep monitoring and repeating the same message and keeps d...",open,Issue,290095,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290093,,2026-01-24T04:47:49Z,ChayimEliazer,136,2026-01-26T10:07:56Z,"feature-request, editor-core, new release",3,Provide 'Copy Declaration' on class/method name,353,"
Type: <b>Feature Request</b>

Implement a option to select a Method or entire Class by clicking on ...",open,Issue,290093,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290091,,2026-01-24T04:39:45Z,guilhermekodenvis,137,2026-01-24T04:41:15Z,"info-needed, triage-needed, ai-translated",3,IA está criando bugs de propósito,2265,"
Type: <b>Bug</b>

a IA está claramente deixando rastros de código errado para que eu solicite corre...",open,Issue,290091,2026-01-26T20:07:43.660837,3,2
https://github.com/microsoft/vscode/issues/290090,,2026-01-24T03:51:47Z,meganrogge,138,2026-01-24T03:53:31Z,testplan-item,1,[testplan-item] Dynamically stream in chat response to the accessible view,1616,"Refs https://github.com/microsoft/vscode/issues/281602

- [ ] Windows 
- [ ] macOS 
- [ ] Linux 

Co...",open,Issue,290090,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290088,,2026-01-24T03:48:58Z,ZenixR1,139,2026-01-24T04:22:15Z,"triage-needed, new release",2,Hyprland DE is not being detected by os_crypt,3235,"
Type: <b>Bug</b>

Does this issue occur when all extensions are disabled?: Yes (confirmed with ""cod...",open,Issue,290088,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290085,,2026-01-24T02:59:09Z,vooteam-admin,140,2026-01-24T03:00:32Z,"info-needed, triage-needed",2,Credits not reflected,2006,"
Type: <b>Bug</b>

I increased my copilot credits and it is not updating in copilot. I will  look in...",open,Issue,290085,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290084,,2026-01-24T02:43:38Z,unthinkmedia,141,2026-01-24T02:46:29Z,"feature-request, browser-integration",2,Pin actions to browser header,693,"
<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Condu...",open,Issue,290084,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290083,,2026-01-24T02:33:51Z,crazysrtguy,142,2026-01-24T02:35:21Z,"info-needed, triage-needed",2,images,2128,"
Type: <b>Bug</b>

anytime u try to use image on chatgpt, it gets an error and will never recover an...",open,Issue,290083,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290082,,2026-01-24T02:33:19Z,unthinkmedia,143,2026-01-24T02:34:14Z,"feature-request, browser-integration",2,Select type of browser data to delete,624,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290082,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290080,,2026-01-24T02:31:00Z,meganrogge,144,2026-01-24T02:32:33Z,testplan-item,1,[testplan-item] add aria alert for when new chat is created,152,"Refs https://github.com/microsoft/vscode/issues/286830

- [ ] Windows 
- [ ] macOS 
- [ ] Linux 

Co...",open,Issue,290080,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290078,,2026-01-24T02:27:38Z,meganrogge,145,2026-01-24T02:29:01Z,testplan-item,1,[testplan-item] add aria alert for when new chat is created,152,"Refs https://github.com/microsoft/vscode/issues/286830

- [ ] Windows 
- [ ] macOS 
- [ ] Linux 

Co...",open,Issue,290078,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290068,,2026-01-24T01:00:56Z,rak-ko,146,2026-01-24T01:39:47Z,,0,Window won't focus under native Wayland,4988,"
Type: <b>Bug</b>

### Steps to reproduce
1. Launch default vscode (```--ozone-platform=wayland```)
...",open,Issue,290068,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290065,,2026-01-24T00:38:34Z,digitarald,147,2026-01-24T00:38:34Z,,0,Opening Terminal from an agent confirm-input flow doesn't show all output,230,"Opened the terminal to understand what the confirmation is for, but it didn't have the full content ...",open,Issue,290065,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290063,,2026-01-24T00:29:43Z,digitarald,148,2026-01-24T00:30:55Z,"bug, chat-mcp",2,MCP: structuredContent in tool result overrides content[].text sent to model,2488,"## Problem

When an MCP tool returns both `content[].text` and `structuredContent`, VS Code ignores ...",open,Issue,290063,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290062,,2026-01-24T00:26:18Z,TylerLeonhardt,149,2026-01-24T00:26:18Z,"feature-request, chat-external-agent",2,Subagent support on the rendering side of things for Claude Agent,360,"This will need work in both the:
* content provider - understand the structure of the filesystem of ...",open,Issue,290062,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290048,,2026-01-23T23:32:15Z,TylerLeonhardt,150,2026-01-23T23:32:15Z,"feature-request, chat-external-agent",2,"Make Claude Agent ""not preview""",55,"Issues to fix before making Claude Agent ""not preview""
...",open,Issue,290048,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290034,,2026-01-23T22:20:44Z,xguarch,151,2026-01-24T00:32:01Z,"feature-request, chat-summarization",2,Warn and request approval before Copilot chat context trimming/editing,2221,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290034,2026-01-26T20:07:43.660837,3,2
https://github.com/microsoft/vscode/issues/290030,,2026-01-23T22:15:09Z,Papa-Dris,152,2026-01-23T22:16:12Z,,0,Chat took too long to get ready,29556,"
Type: <b>Bug</b>

Chat took too long to get ready

Extension version: 0.37.2026012202
VS Code versi...",open,Issue,290030,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290028,,2026-01-23T21:50:20Z,meganrogge,153,2026-01-23T21:51:42Z,testplan-item,1,[testplan-item] Process dependent tasks in parallel,117,"Refs https://github.com/microsoft/vscode/issues/288439

- [ ] Windows 
- [ ] macOS 
- [ ] Linux 

Co...",open,Issue,290028,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290021,,2026-01-23T21:27:52Z,bs,154,2026-01-23T21:28:38Z,,0,Only old OpenAI models show up with BYOK,342,"Using the latest, but Code and Insider. I have a boilerplate openai api setup, nothing changed on my...",open,Issue,290021,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290019,,2026-01-23T21:14:36Z,meganrogge,155,2026-01-23T21:38:13Z,"feature-request, accessibility, chat",3,Indicate what's new in each insider's on welcome page,139,We could use an LLM to generate this. Inspired by @rperez030 and his accessiblity custom agent. This...,open,Issue,290019,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290018,,2026-01-23T21:13:14Z,meganrogge,156,2026-01-23T21:13:30Z,"feature-request, accessibility, chat",3,Add a command/kb to toggle thinking content inclusion/exclusion in the chat response accessible view,184,"After discussing with @jooyoungseo, @rperez030 and @accesswatch, we decided that providing a way to ...",open,Issue,290018,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290017,,2026-01-23T21:11:27Z,meganrogge,157,2026-01-24T03:07:24Z,accessibility,1,Indicate find behavior in VS Code in editor's accessibility help dialog,438,"@accesswatch, @rperez030, @jooyoungseo and I discussed https://github.com/microsoft/vscode/issues/26...",open,Issue,290017,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290014,,2026-01-23T20:49:40Z,SU-Daigoro,158,2026-01-24T00:30:31Z,,0,"""I'll monitor the build and report back when it finishes (or if it errors).""",2420,"
Type: <b>Bug</b>

Copilot often says things like ""I'll monitor the build and report back when it fi...",open,Issue,290014,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/290013,,2026-01-23T20:48:16Z,mrairdon-midmark,159,2026-01-23T20:50:18Z,,0,Allow Copilot to read images using a built-in tool,1275,"## Current State

Currently there are two methods for allowing Copilot in VSCode to read images:

1....",open,Issue,290013,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290011,,2026-01-23T20:39:27Z,roblourens,160,2026-01-25T19:33:15Z,scm,1,'Collapse all' button is breaking my muscle memory,418,"In Insiders, there is now a 'collapse all' button in the right-most position, which used to be the '...",open,Issue,290011,2026-01-26T20:07:43.660837,3,2
https://github.com/microsoft/vscode/issues/290009,,2026-01-23T20:09:45Z,joshspicer,161,2026-01-23T20:29:36Z,,0,"Expose configurable private {extension,mcp} marketplace when launching code server",376,"
From customers that want to use code-server and also use private marketplace functionality. 

These...",open,Issue,290009,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290002,,2026-01-23T19:24:26Z,rzhao271,162,2026-01-23T19:24:26Z,,0,Cloud agent does not work for user-entered repository,565,"1. Open a new empty window.
2. Switch the chat panel to use the cloud agent.
3. Click on the reposit...",open,Issue,290002,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/290001,,2026-01-23T19:23:23Z,jclas,163,2026-01-23T19:25:33Z,"info-needed, triage-needed, new release",3,Agent writes code ontop of old AI-cached code,2348,"
Type: <b>Bug</b>

GPT-4.1 will occasionally (actually quite a lot) use old code on which to base it...",open,Issue,290001,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/289997,,2026-01-23T19:07:30Z,Sam-VO,164,2026-01-23T19:14:44Z,new release,1,Give terminal focus when it is selected,1635,"
Type: <b>Bug</b>

Some operations in vscode will cause a new terminal to spawn like running tests. ...",open,Issue,289997,2026-01-26T20:07:43.660837,0,2
