License,仓库大小,创建时间,开放问题,总Forks,总Stars,总Watchers,最后推送,最后更新,获取时间,语言,默认分支
MIT License,1117907,2015-09-03T20:23:38Z,12973,37578,181041,181041,2026-01-26T12:04:57Z,2026-01-26T12:02:04Z,2026-01-26T20:08:08.514853,TypeScript,main
