License,仓库大小,创建时间,开放问题,总Forks,总Stars,总Watchers,最后推送,最后更新,获取时间,语言,默认分支
MIT License,1121241,2015-09-03T20:23:38Z,13453,37734,181337,181337,2026-02-04T03:44:25Z,2026-02-04T03:38:39Z,2026-02-04T11:51:02.353132,TypeScript,main
